,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
235,THE EDITORIAL BOARD,"In 1991, at the direction of President George H.W. Bush, the F.B.I. looked into Anita Hill’s allegations of sexual harassment against Clarence Thomas, who had gone through his confirmation hearings weeks earlier. The investigation took three days. The resulti… [+3102 chars]",Forget the political finger pointing. Christine Blasey Ford’s accusations against Brett Kavanaugh need to be seriously investigated.,center,2018-09-19T23:18:52Z,the-new-york-times,The New York Times,Everyone Deserves Better Than This Senate Spectacle,https://www.nytimes.com/2018/09/19/opinion/kavanaugh-christine-blasey-ford-investigation.html,https://static01.nyt.com/images/2018/09/19/opinion/19kavanaugh/19kavanaugh-facebookJumbo.jpg
236,EILEEN SULLIVAN,"WASHINGTON — President Trump’s counselor said she had spoken with Mr. Trump and members of the Senate Judiciary Committee and that the woman who accused Supreme Court nominee Brett M. Kavanaugh of sexual assault “will be heard.” “So, let me make very clear,” … [+882 chars]",President Trump’s counselor said that she had spoken with Mr. Trump and senators and that the woman who accused a Supreme Court nominee of sexual assault “will be heard.”,center,2018-09-17T12:25:10Z,the-new-york-times,The New York Times,"Allegations Against Brett Kavanaugh ‘Will Be Heard,’ Kellyanne Conway Says",https://www.nytimes.com/2018/09/17/us/politics/kavanaugh-supreme-court-sexual-assault.html,https://static01.nyt.com/images/2018/09/17/us/18dc-kavanaugh/18dc-kavanaugh-facebookJumbo.jpg
237,CHRIS STANFORD,“We believe that a very large number of women do not desire to vote. They shrink from having to go to the polling booths on election days. They would much prefer staying at home and attending to their household duties.” So said an article in The Press of Chri… [+1140 chars],"President Moon Jae-in of South Korea, left, and the North Korean leader, Kim Jong-un, met in Pyongyang today.",center,2018-09-19T09:58:40Z,the-new-york-times,The New York Times,"Your Wednesday News Briefing: Brett Kavanaugh, North Korea, Baseball Playoffs",https://www.nytimes.com/2018/09/19/briefing/brett-kavanaugh-north-korea-baseball-playoffs.html,https://static01.nyt.com/images/2018/10/10/world/10us-ambriefing-korea-AMCORE/10us-ambriefing-korea-facebookJumbo.jpg
238,JOUMANA KHATIB and VIRGINIA LOZANO,"10. Finally, it turns out pandas — usually solitary animals — have a lot to say to each other when the moment is right. When mating season rolls around, both male and female giant pandas turn to their preferred come-hither call: a husky, rapid vibrato commonl… [+596 chars]",Here’s what you need to know at the end of the day.,center,2018-09-20T22:00:44Z,the-new-york-times,The New York Times,"Your Thursday Evening News Briefing: Brett Kavanaugh, Maryland, Puerto Rico",https://www.nytimes.com/2018/09/20/briefing/brett-kavanaugh-maryland-puerto-rico.html,https://static01.nyt.com/images/2018/09/20/briefing/20evening-briefing-slide-40ET-promo/20evening-briefing-slide-40ET-facebookJumbo.jpg
239,CHRIS STANFORD,"• TV celebrates itself HBO’s “Game of Thrones” took home the best drama Emmy Award for the third time in the past four years, and Amazon’s “The Marvelous Mrs. Maisel” was named best comedy. Read our recap of Monday’s awards. The ceremony joked about the enter… [+1427 chars]","Henry Winkler landed an Emmy on Monday for his role on “Barry.” His win came more than 40 years after he was first nominated, for playing the Fonz in “Happy Days.”",center,2018-09-18T10:00:40Z,the-new-york-times,The New York Times,"Brett Kavanaugh, Yusaku Maezawa, Emmy Awards: Your Tuesday News Briefing",https://www.nytimes.com/2018/09/18/briefing/brett-kavanaugh-yusaku-maezawa-emmy-awards.html,https://static01.nyt.com/images/2018/09/18/world/18USBriefing-amcore/18USBriefing-Winkler-facebookJumbo.jpg
240,ROSS DOUTHAT,"Thanks to Trump and his enablers, then, liberals and the Democratic Party have been able to take the long list of Hollywood creeps and Acela-corridor bounders and say, look, we have a problem, but we’re dealing with it. While conservatives and the Republican … [+3311 chars]",Women protested outside the Capitol during the Supreme Court confirmation hearing for Judge Brett Kavanaugh.,center,2018-09-19T09:58:54Z,the-new-york-times,The New York Times,The Pro-Life Movement’s Kavanaugh Dilemma,https://www.nytimes.com/2018/09/19/opinion/christine-blasey-ford-kavanaugh-senate-hearing.html,https://static01.nyt.com/images/2018/09/18/opinion/18douthatWeb/18douthatWeb-facebookJumbo.jpg
241,EILEEN SULLIVAN,"A key Republican on the committee, however, Senator Jeff Flake of Arizona, told Politico that he was “not comfortable voting yes” on Judge Kavanaugh’s nomination until he learned more about Ms. Ford’s account. Mr. Flake’s objection could force a delay for the… [+1342 chars]",President Trump’s counselor said that she had spoken with Mr. Trump and senators and that the woman who accused a Supreme Court nominee of sexual assault “will be heard.”,center,2018-09-17T13:51:24Z,the-new-york-times,The New York Times,"Brett Kavanaugh’s Accuser Is Willing to Testify, Her Lawyer Says",https://www.nytimes.com/2018/09/17/us/politics/kavanaugh-allegations-ford-palo-alto.html,https://static01.nyt.com/images/2018/09/18/us/politics/18dc-kavanaugh-sub/18dc-kavanaugh-sub-facebookJumbo.jpg
242,THE ASSOCIATED PRESS,1 U.S. Paul Manafort’s Trail of Scandals,"President Trump defended the qualifications of his Supreme Court nominee, Judge Brett Kavanaugh, after a woman accused him of sexual assault.",center,2018-09-17T20:39:29Z,the-new-york-times,The New York Times,Trump Defends Kavanaugh Amid Sexual Assault Accusation,https://www.nytimes.com/video/us/politics/100000006111355/trump-kavanaugh-assault.html,https://static01.nyt.com/images/2018/09/17/us/politics/vid17-trump-kavanaugh1/vid17-trump-kavanaugh1-videoSixteenByNine1050.jpg
243,LINDA GREENHOUSE,"The other case, Al-Adahi v. Obama, overturned a district judge’s grant of habeas corpus to Mohammed Al-Adahi, a Yemeni who had once attended an Al Qaeda training camp and stayed at an Al Qaeda guesthouse. “In all, there can be no doubt that Al-Adahi was more … [+3591 chars]","As an appeals court judge, he signed on to decisions that deprived detainees of the chance to contest their detentions.",center,2018-08-30T10:00:05Z,the-new-york-times,The New York Times,What Guantánamo Says About Kavanaugh,https://www.nytimes.com/2018/08/30/opinion/editorials/guantnamo-kavanaugh.html,https://static01.nyt.com/images/2018/08/30/opinion/30greenhouseWeb/30greenhouseWeb-facebookJumbo.jpg
244,PETER BAKER,"During the interview, Mr. Trump declined to say whether he might fire Rod J. Rosenstein, the deputy attorney general, after a report in The New York Times that Mr. Rosenstein last year suggested secretly recording the president to demonstrate the chaos in the… [+1672 chars]","President Trump in Las Vegas last week. In a radio interview to be broadcast on Monday morning, he called Judge Brett M. Kavanaugh a “fantastic, fantastic man.”",center,2018-09-24T10:11:02Z,the-new-york-times,The New York Times,Trump Stands by ‘Fantastic’ Kavanaugh as He Seeks G.O.P. Votes,https://www.nytimes.com/2018/09/24/us/politics/trump-brett-kavanaugh-interview.html,https://static01.nyt.com/images/2018/09/25/world/25dc-trump-1/25dc-trump-1-facebookJumbo.jpg
245,DAVID LAT,"I respectfully disagree. The confirmation should be delayed until there is a full investigation, followed by Senate Judiciary Committee hearings, into Ms. Ford’s accusations. She passed a polygraph test administered by a former F.B.I. agent, and her therapist… [+1870 chars]",Members of the Senate Judiciary Committee met on Thursday to consider the nomination of Brett Kavanaugh to the Supreme Court.,center,2018-09-17T02:45:33Z,the-new-york-times,The New York Times,"Delay the Vote — for Kavanaugh, for His Accuser and for the Court",https://www.nytimes.com/2018/09/16/opinion/christine-blasey-ford-kavanaugh-vote-delay.html,https://static01.nyt.com/images/2018/09/17/opinion/17latWeb/17latWeb-facebookJumbo.jpg
246,LAURA M. HOLSON,"Justice Ginsburg, the second woman to become a Supreme Court justice, was appointed by Bill Clinton in 1993. She has long been an advocate of equal rights for women. Mr. Norman’s opponent, Mr. Parnell, has had his own issues related to abuse. This year, The P… [+541 chars]","Ralph Norman, Republican of South Carolina, was making a reference to the recent allegations against Judge Brett M. Kavanaugh.",center,2018-09-21T19:02:04Z,the-new-york-times,The New York Times,Congressman Is Criticized for Joking That Justice Ginsburg Was ‘Groped’ by Lincoln,https://www.nytimes.com/2018/09/21/us/politics/ginsburg-lincoln-groping-joke.html,https://static01.nyt.com/images/2018/09/22/us/politics/22xp-ginsburg/22xp-ginsburg-facebookJumbo.jpg
247,NICHOLAS FANDOS,"He added, “It is not the isolated musings of one man but rather part of a broader discreditation strategy.” In a statement through her lawyers, Dr. Blasey flatly rejected the possibility that she had confused Judge Kavanaugh with the classmate identified by M… [+1303 chars]",Edward Whelan testifying on Capitol Hill in 2010. Mr. Whelan apologized for posting an unsubstantiated theory about Christine Blasey Ford and Judge Brett M. Kavanaugh on Twitter.,center,2018-09-21T18:17:39Z,the-new-york-times,The New York Times,Conservative Pundit Points Finger at Another Man to Deflect from Kavanaugh,https://www.nytimes.com/2018/09/21/us/politics/edward-whelan-brett-kavanaugh-christine-blasey-ford.html,https://static01.nyt.com/images/2018/09/22/us/politics/22dc-whelan/22dc-whelan-facebookJumbo.jpg
248,"ELIZABETH WILLIAMSON, REBECCA R. RUIZ, EMILY STEEL, GRACE ASHFORD and STEVE EDER","Judge Kavanaugh, a Republican, is a staunch Catholic conservative who lives in the nation’s capital. Dr. Blasey, colleagues say, is a Democrat from California who wore a pink “brain hat” when she joined fellow academics in protesting the Trump administration’… [+1750 chars]","Christine Blasey Ford, a researcher and statistician, was reluctant to come forward with her allegation that Brett Kavanaugh, President Trump’s Supreme Court nominee, sexually assaulted her.",center,2018-09-19T22:07:30Z,the-new-york-times,The New York Times,From the Anonymity of Academia to the Center of a Supreme Court Confirmation,https://www.nytimes.com/2018/09/19/us/politics/christine-blasey-ford-brett-kavanaugh-allegations.html,https://static01.nyt.com/images/2018/09/19/us/19Fordprofile1/19Fordprofile1-facebookJumbo.jpg
249,SHERYL GAY STOLBERG,"The New York Times had interviewed several dozen people over the past week in an attempt to corroborate Ms. Ramirezs story, and could find no one with firsthand knowledge. Ms. Ramirez herself contacted former Yale classmates asking if they recalled the episod… [+2051 chars]","Senior Republicans, tamping down speculation that support might be cracking, will come out strongly in favor of Judge Brett M. Kavanaugh’s confirmation to the Supreme Court.",center,2018-09-24T18:18:36Z,the-new-york-times,The New York Times,"Brett Kavanaugh, Facing New Allegations, Vows He Will Not Withdraw",https://www.nytimes.com/2018/09/24/us/politics/brett-kavanaugh-confirmation.html,https://static01.nyt.com/images/2018/09/24/us/24dc-kavanaugh-promo/24dc-kavanaugh-promo-facebookJumbo.jpg
250,JOUMANA KHATIB and VIRGINIA LOZANO,"9. “A new genocide.” The fire this month that wiped out Brazil’s National Museum, home to the world’s largest archive of indigenous Brazilian culture and history, was a huge loss to archaeologists, scholars and scientists. But it dealt a particular blow to de… [+318 chars]",Here’s what you need to know at the end of the day.,center,2018-09-13T22:01:51Z,the-new-york-times,The New York Times,"Your Thursday Evening News Briefing: Hurricane Florence, Trump, Brett Kavanaugh",https://www.nytimes.com/2018/09/13/briefing/hurricane-florence-trump-brett-kavanaugh.html,https://static01.nyt.com/images/2018/09/13/briefing/1309evening-briefing-US-slide-JN73-promo/1309evening-briefing-US-slide-JN73-promo-facebookJumbo.jpg
251,CHRIS STANFORD,"Noteworthy • Maybe skip the aspirin, study says Millions take aspirin to prevent heart attacks, strokes and cancer. New research shows older people in good health may not need it. • Emmys are to be awarded tonight The night honoring TV’s best begins at 8 p.m.… [+1286 chars]","A playground in Lumberton, N.C., on Sunday. Now a tropical depression, Florence has left widespread and potentially catastrophic flooding across the Carolinas.",center,2018-09-17T09:24:23Z,the-new-york-times,The New York Times,"Florence, Brett Kavanaugh, Soon-Yi Previn: Your Monday News Briefing",https://www.nytimes.com/2018/09/17/briefing/florence-brett-kavanaugh-soon-yi-previn.html,https://static01.nyt.com/images/2018/09/17/world/17USBriefing-amcore/17USBriefing-Flo-facebookJumbo.jpg
252,JOUMANA KHATIB and HIROKO MASUIKE,"10. Finally, we took a hard look at the reign of a creamy, herby, all-American classic. Yes, we’re talking about ranch dressing. In the 1950s, a plumber came up with the dressing mix, packaging the dry ingredients and selling them in envelopes. From there, ra… [+544 chars]",Here’s what you need to know at the end of the day.,center,2018-09-18T22:13:59Z,the-new-york-times,The New York Times,"Your Tuesday Evening News Briefing: Brett Kavanaugh, Apple, Trump",https://www.nytimes.com/2018/09/18/briefing/your-tuesday-evening-news-briefing-brett-kavanaugh-apple-trump.html,https://static01.nyt.com/images/2018/09/18/briefing/091818evening-briefing-promo/091818evening-briefing-promo-facebookJumbo.jpg
253,JOUMANA KHATIB and MARCUS PAYADUE,"9. The editor of The New York Review of Book s, Ian Buruma, left his position amid an uproar over the magazine’s publication of an essay by a man accused of sexual assault. The essay’s author, Jian Ghomeshi, who was acquitted of the charges in 2016, lamented … [+368 chars]",Here’s what you need to know at the end of the day.,center,2018-09-19T22:32:27Z,the-new-york-times,The New York Times,"Your Wednesday Evening News Briefing: Brett Kavanaugh, Trump, North Korea",https://www.nytimes.com/2018/09/19/briefing/brett-kavanaugh-trump-north-korea.html,https://static01.nyt.com/images/2018/09/19/briefing/19pmBriefing-us-core-trypt-sub/19pmBriefing-us-ss-slide-563J-facebookJumbo.jpg
254,JOUMANA KHATIB and VIRGINIA LOZANO,"9. Overlooked no more : Ana Mendieta, a Cuban artist whose work pushed ethnic, sexual, moral, religious and political boundaries. Her art, sometimes violent, often unapologetically feminist and usually raw, left an indelible mark before her life was cut short… [+286 chars]",Here’s what you need to know at the end of the day.,center,2018-09-21T22:15:05Z,the-new-york-times,The New York Times,"Your Friday Evening News Briefing: Rod Rosenstein, Brett Kavanaugh, Trump",https://www.nytimes.com/2018/09/21/briefing/rod-rosenstein-brett-kavanaugh-trump.html,https://static01.nyt.com/images/2018/09/21/briefing/21evening-briefing-slide-6VAO-promo/21evening-briefing-slide-6VAO-facebookJumbo.jpg
255,JOUMANA KHATIB and LANCE BOOTH,"10. Finally, the reign of ranch dressing; the return of “Murphy Brown”; and a look into Italy’s shadow economy: We have these stories and more in our Best Weekend Reads. In this week’s Magazine, take a sonic journey across the globe. For more suggestions on w… [+576 chars]",Here’s what you need to know about the week’s top stories.,center,2018-09-23T10:10:32Z,the-new-york-times,The New York Times,"Your Weekend Briefing: Brett Kavanaugh, Hurricane Florence, Russia",https://www.nytimes.com/2018/09/23/briefing/brett-kavanaugh-hurricane-florence-russia.html,https://static01.nyt.com/images/2018/09/22/briefing/23weekend-briefing-slide-W0ID/23weekend-briefing-slide-W0ID-facebookJumbo.jpg
256,DAN LEVIN,"Ms. Wieczorek said she sees in the controversy a double standard for men and womens behavior that is already well entrenched in high school. A boy is figuring out how to be a man, but girls are told, You better shape up in order to be respected, she said. Tha… [+1649 chars]","High school girls said they recognized the way Mr. Kavanaugh’s accuser, Christine Blasey Ford, was being criticized for speaking out.",center,2018-09-24T09:24:13Z,the-new-york-times,The New York Times,What Teenagers Think About the Allegations Against Brett Kavanaugh,https://www.nytimes.com/2018/09/21/us/brett-kavanaugh-high-school.html,https://static01.nyt.com/images/2018/09/21/us/00teens/00teens-facebookJumbo.jpg
257,MICHAEL TOMASKY,"Except maybe not. At that point, Republicans, far from accepting defeat, will surely start aiming fire at the three Democrats. Their opponents will taunt them about Judge Kavanaugh on the campaign trail. Right-wing money will pour in to their states for pro-K… [+1909 chars]","Senator Joe Manchin, a West Virginia Democrat, listening to Judge Brett Kavanaugh testify before the Senate Judiciary Committee on Sept. 6.",center,2018-09-19T10:00:03Z,the-new-york-times,The New York Times,What the Kavanaugh Accusations Mean for Red-State Democrats,https://www.nytimes.com/2018/09/19/opinion/kavanaugh-accusations-democrats-senate-hearing.html,https://static01.nyt.com/images/2018/09/19/opinion/19Tomasky/19Tomasky-facebookJumbo.jpg
258,JOSE A. DEL REAL and INYOUNG KANG,Comedians and presenters throughout the evening were quick to mock premature back-patting on inclusion and sexual harassment. A whimsical but pointed musical segment opened the show: “We solved it!” Kate McKinnon and Mr. Thompson sang. Throughout the number t… [+876 chars],"Tuesday: “Game of Thrones” and “Marvelous Mrs. Maisel” win top awards, Brett Kavanaugh and Christine Blasey Ford will testify, and tech C.E.O.s show off their musical skills.",center,2018-09-18T13:06:42Z,the-new-york-times,The New York Times,California Today: California Today: Emmys Reflect Industry Tensions in 2018,https://www.nytimes.com/2018/09/18/us/california-today-emmy-awards.html,https://static01.nyt.com/images/2018/09/18/us/18californiatoday1/18californiatoday1-facebookJumbo.jpg
259,SHERYL GAY STOLBERG,"In the interview, Ms. Ford said that the lasting trauma from the attack had “derailed me substantially for four or five years,” and had caused anxiety for years after that. Judge Kavanaugh, in his statement released last week, said: “I categorically and unequ… [+1283 chars]","“I thought he might inadvertently kill me,” said the woman, accusing Judge Brett M. Kavanaugh of sexual assault when the two were teenagers. He has denied the allegations.",center,2018-09-16T19:20:04Z,the-new-york-times,The New York Times,"Kavanaugh Accuser Comes Forward, Saying He Pinned Her on Bed and Groped Her",https://www.nytimes.com/2018/09/16/us/politics/brett-kavanaugh-christine-blasey-ford-sexual-assault.html,https://static01.nyt.com/images/2018/09/16/us/politics/17dc-kavanaugh/17dc-kavanaugh-facebookJumbo.jpg
260,PETER BAKER and CARL HULSE,"Instead, Republicans focused on assailing Democrats for not bringing up the issue earlier and instead injecting it into the process only days before the Judiciary Committee was scheduled to vote on Thursday. Senator Mitch McConnell, Republican of Kentucky and… [+2139 chars]",Now it is Judge Brett M. Kavanaugh who faces a hearing to address explosive accusations by Christine Blasey Ford that he sexually assaulted her when they were teenagers.,center,2018-09-18T01:34:19Z,the-new-york-times,The New York Times,"Echoes of Anita Hill, but in a Different Era for Women",https://www.nytimes.com/2018/09/17/us/politics/anita-hill-clarence-thomas-brett-kavanaugh-christine-blasey-ford.html,https://static01.nyt.com/images/2018/09/18/us/politics/18dc-anita1/18dc-anita1-facebookJumbo.jpg
261,SHERYL GAY STOLBERG and NICHOLAS FANDOS,"Speaking on the Senate floor, Mr. Schumer invoked the Hill-Thomas hearings as he accused Republicans of moving to paper over Dr. Blasey’s allegations with a rushed, perfunctory session. “We must not repeat the mistakes of the Anita Hill hearings,” he said. “T… [+1767 chars]","Christine Blasey Ford, who has accused Supreme Court nominee Brett M. Kavanaugh of sexual assault, has yet to confirm that she will appear at hearings on Monday.",center,2018-09-18T17:54:16Z,the-new-york-times,The New York Times,Kavanaugh’s Accuser Has Yet to Confirm Appearance at Monday Hearings,https://www.nytimes.com/2018/09/18/us/politics/christine-blasey-ford-kavanaugh-senate-hearing.html,https://static01.nyt.com/images/2018/09/18/us/19dc-kavanaugh-promo/19dc-kavanaugh-promo-facebookJumbo.jpg
262,KATE ZERNIKE,"Hillary Clinton won this area only narrowly over Mr. Trump. But as in many swing districts, the energy about voting in November’s midterm elections has been higher among Democrats. Interviews reflected that; Democrats said that the way Republicans in the Sena… [+1698 chars]","Katherine Kydonieus, 70, discussed the sexual assault allegations against the Supreme Court nominee, Brett M. Kavanaugh. She expressed frustration with the debate over whether he should be forgiven, if the allegations are true, because he was only 17.",center,2018-09-21T15:58:07Z,the-new-york-times,The New York Times,"Many Voters Tend to Believe Christine Blasey Ford, Even if They Question Her Motive",https://www.nytimes.com/2018/09/21/us/politics/kavanaugh-voters-midterms.html,https://static01.nyt.com/images/2018/09/22/us/politics/22kavanaugh-voters3/22kavanaugh-voters3-facebookJumbo.jpg
263,JONATHAN MARTIN,"Mr. Jones said that if he determines Dr. Blasey’s story is true, he “would not support his nomination.” But in an illustration of how cautiously other red-state Democrats are still treading, Senator Manchin of West Virginia would not offer a similar vow, sayi… [+1426 chars]","Senator Joe Manchin III of West Virginia, center, listened to Judge Brett M. Kavanaugh, President Trump’s Supreme Court nominee, as he testified during his Supreme Court confirmation hearing on Capitol Hill this month.",center,2018-09-19T14:01:01Z,the-new-york-times,The New York Times,"News Analysis: For Red-State Democrats, Accusation Against Kavanaugh Scrambles Midterm Calculus",https://www.nytimes.com/2018/09/19/us/politics/senate-democrats-kavanaugh-election.html,https://static01.nyt.com/images/2018/09/20/us/20scotus-dems1/20scotus-dems-facebookJumbo.jpg
264,GIOVANNI RUSSONELLO,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recomm… [+694 chars]",Samantha Bee wondered on Wednesday: “How is it never the right time to bring up assault allegations against a rich white dude?”,center,2018-09-20T08:54:26Z,the-new-york-times,The New York Times,Best of Late Night: Samantha Bee Defends Brett Kavanaugh’s Accuser,https://www.nytimes.com/2018/09/20/arts/television/samantha-bee-brett-kavanaugh-anita-hill.html,https://static01.nyt.com/images/2018/09/20/arts/20latenight1/20latenight1-facebookJumbo.png
265,,"For twelve years, I have been a judge on the U.S. Court of Appeals for the D.C. Circuit. I have written more than 300 opinions and handled more than 2,000 cases. I have given it my all in every case. I am proud of that body of work, and I stand behind it. I t… [+4187 chars]",New York Times Judge Brett Kavanaugh's Opening Statement: Full Prepared Remarks New York Times Judge Brett M. Kavanaugh on Tuesday addressed the Senate Judiciary Committee on the first day of confirmation hearings for his nomination to the Supreme Court. The …,center,2018-09-04T20:38:50Z,the-new-york-times,The New York Times,Judge Brett Kavanaugh's Opening Statement: Full Prepared Remarks - New York Times,https://www.nytimes.com/2018/09/04/us/politics/judge-brett-kavanaughs-opening-statement-full-prepared-remarks.html,https://static01.nyt.com/images/2018/09/05/us/politics/05dc-kavanaughstatement/05dc-kavanaughstatement-facebookJumbo.jpg
266,SHERYL GAY STOLBERG,"Testimony by Dr. Blasey could greatly complicate matters for Judge Kavanaugh who has vigorously denied Dr. Blasey’s allegations and just last week seemed destined for confirmation. The Senate majority leader, Mitch McConnell of Kentucky, has said that he has … [+1404 chars]","The decision by the woman, Christine Blasey Ford, came after days of uncertainty over whether she would appear at a hearing and answer questions about her accusations of sexual assault.",center,2018-09-22T19:02:11Z,the-new-york-times,The New York Times,Brett Kavanaugh’s Accuser Says She’s Willing to Testify Before Senate Committee,https://www.nytimes.com/2018/09/22/us/politics/kavanaugh-senate-blasey-ford-testify.html,https://static01.nyt.com/images/2018/09/23/us/23kavanaugh-1/merlin_143378538_c8597935-70ce-4e4d-8ce4-f5e500d667ab-facebookJumbo.jpg
267,PETER BAKER,"WASHINGTON — President Trump said on Wednesday that the charges against Judge Brett M. Kavanaugh, his Supreme Court nominee, were “very unfair” but added that he wanted to hear from the woman who has accused the judge of sexually assaulting her when they were… [+778 chars]","The president said he wanted to hear from Christine Blasey Ford, the accuser: “If she shows up and makes a credible showing, that’ll be very interesting.”",center,2018-09-19T14:33:43Z,the-new-york-times,The New York Times,Trump Says Kavanaugh Accusations Are ‘Very Unfair’,https://www.nytimes.com/2018/09/19/us/politics/kavanaugh-trump-blasey-ford.html,https://static01.nyt.com/images/2018/09/20/us/politics/20dc-kavanaugh-sub/20dc-kavanaugh-sub-facebookJumbo.jpg
268,MATT STEVENS,"“Fortunately for all of us, we had a motto: ‘What happens on the bus stays on the bus,’” the speech said. Judge Kavanaugh then went on to describe a “good run” in his third year of law school, in which he and his classmates “got our work done, but we had our … [+1118 chars]","Judge Brett M. Kavanaugh in July, after President Trump announced his nomination to the Supreme Court. Remarks the judge made about drinking years ago have drawn new scrutiny after a woman alleged that he had attacked her while he was drunk when they were tee…",center,2018-09-19T03:00:07Z,the-new-york-times,The New York Times,Accusations Draw New Attention to Kavanaugh’s Remarks About Drinking,https://www.nytimes.com/2018/09/18/us/Kavanaugh-binge-drinking-Yale-speech-.html,https://static01.nyt.com/images/2018/09/19/us/19xp-kavspeeches1/19xp-kavspeeches1-facebookJumbo.jpg
269,ALISHA HARIDASANI GUPTA,"I gave them character. I gave them feelings, that artist, Roland Muller, told The Times in 2000. I wanted people to react to them. His cows were mass produced, decorated by local artists and then put in Zurichs streets. Few expected his cow parade to be anyth… [+904 chars]",Here’s what you need to know to start your day.,center,2018-09-23T20:55:24Z,the-new-york-times,The New York Times,"Asia and Australia Edition: Your Monday News Briefing: Brett Kavanaugh, China, Japan",https://www.nytimes.com/2018/09/23/briefing/asia-monday-news-briefing.html,https://static01.nyt.com/images/2018/09/23/briefing/24Briefing-asia-promo/24Briefing-asia-promo-facebookJumbo.jpg
270,PETER BAKER,"WASHINGTON — President Trump said on Wednesday that the charges against Judge Brett M. Kavanaugh, his Supreme Court nominee, were “very unfair” but added that he wanted to hear from the woman who has accused the judge of sexually assaulting her when they were… [+778 chars]","The president said he wanted to hear from Christine Blasey Ford, the accuser: “If she shows up and makes a credible showing, that’ll be very interesting.”",center,2018-09-19T14:33:44Z,the-new-york-times,The New York Times,Trump Says Kavanaugh Accusations Are ‘Very Unfair’,https://www.nytimes.com/2018/09/19/us/politics/kavanaugh-accusations-trump-blasey-ford.html,https://static01.nyt.com/images/2018/09/20/us/politics/20dc-kavanaugh-sub/20dc-kavanaugh-sub-facebookJumbo.jpg
271,FRANK BRUNI and ROSS DOUTHAT,"Douthat: They are an extensive exercise in senatorial grandstanding, defensible only on the grounds that days and days of stupefying boredom might somehow prompt a judicial nominee to break down, Colonel Jessup-style, and scream, “You’re goddamn right I’m goi… [+3867 chars]",President Trump at an event in North Carolina on Friday.,center,2018-09-04T09:45:28Z,the-new-york-times,The New York Times,The Conversation: Obama vs. Trump? Trump vs. Trump?,https://www.nytimes.com/2018/09/04/opinion/trump-obama-midterms-kavanaugh-supreme-court.html,https://static01.nyt.com/images/2018/09/04/opinion/04conversationWeb/04conversationWeb-facebookJumbo.jpg
272,GIOVANNI RUSSONELLO,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recomm… [+812 chars]","James Corden said Republicans had been critical of the timing of a woman’s charge against the Supreme Court nominee. “You’re supposed to find out we’re creeps after we’re confirmed,” he said.",center,2018-09-19T08:17:20Z,the-new-york-times,The New York Times,Best of Late Night: Corden Skewers Republicans Over Allegations Against Kavanaugh,https://www.nytimes.com/2018/09/19/arts/television/james-corden-brett-kavanaugh-confirmation.html,https://static01.nyt.com/images/2018/09/19/arts/19latenight1/19latenight1-facebookJumbo.png
273,JOUMANA KHATIB and VIRGINIA LOZANO,"5. Gender expectations for a new generation. In a new nationwide poll, girls were slightly more likely than boys to say being a leader was a very important life goal. And many girls are seizing opportunities closed to previous generations — in science, math, … [+339 chars]",Here’s what you need to know at the end of the day.,center,2018-09-14T22:13:25Z,the-new-york-times,The New York Times,"Your Friday Evening News Briefing: Tropical Storm Florence, Paul Manafort, Brett Kavanaugh",https://www.nytimes.com/2018/09/14/briefing/tropical-storm-florence-paul-manafort-brett-kavanaugh.html,https://static01.nyt.com/images/2018/09/14/briefing/14US-briefing-evening-slide-YNEU-promo/14US-briefing-evening-slide-YNEU-facebookJumbo.jpg
274,SHERYL GAY STOLBERG,"The woman who has accused Judge Brett M. Kavanaugh of sexually assaulting her when they were teenagers has committed to testify before the Senate Judiciary Committee on Thursday, her lawyers said on Sunday. The lawyers said some details including whether an o… [+1296 chars]","Some details on the agreement still needed to be finalized, but her lawyers said those would not impede her testifying Thursday on her accusation of sexual assault.",center,2018-09-23T17:19:08Z,the-new-york-times,The New York Times,Christine Blasey Ford Reaches Deal to Testify at Kavanaugh Hearing,https://www.nytimes.com/2018/09/23/us/politics/brett-kavanaugh-christine-blasey-ford-testify.html,https://static01.nyt.com/images/2018/09/23/us/politics/24dc-kavanaugh2/24dc-kavanaugh2-facebookJumbo.jpg
275,GIOVANNI RUSSONELLO,"Jimmy Fallon started “The Tonight Show” on Wednesday dressed up as Trump, addressing the Woodward book from behind the president’s desk in the Oval Office. Later on, during his monologue, Fallon joked that he could see a silver lining around all these bombshe… [+1151 chars]","Trevor Noah said he’s no longer surprised by the tell-all books coming out of the White House. “Obviously, all of this stuff is crazy, but at some point I think we’ve got to stop saying it’s a ‘bombshell,’” he said.",center,2018-09-06T08:38:24Z,the-new-york-times,The New York Times,"Best of Late Night: Trevor Noah Says Woodward Book Isn’t a Bombshell. In Fact, Maybe Nothing Is.",https://www.nytimes.com/2018/09/06/arts/television/trevor-noah-woodward-book-trump.html,https://static01.nyt.com/images/2018/09/06/arts/06latenight/06latenight-facebookJumbo.png
